id;address;schooltype;title;content;type;year;finance;costs;comments;lat;lng;icon;color
209;Oberbruchstr. 87;Grundschule;GS Königshof;Dämmung obere Geschossdecke;Energetische Sanierung;2022;;630000;;51.315926;6.590567;fa-graduation-cap;blue
212;Oberbruchstr. 87;Grundschule;GS Königshof;Kellerabdichtung;Sanierung;2022;;630000;;51.315926;6.590567;fa-graduation-cap;blue
213;Oberbruchstr. 87;Grundschule;GS Königshof;Schulhofsanierung;Außenanlagen;2022;Gute Schule 2020-Mittel;630000;;51.315926;6.590567;fa-graduation-cap;blue
216;Oberbruchstr. 87;Grundschule;GS Königshof;Bauunterhalt < 10.000 Euro;Sanierung;2022;;630000;;51.315926;6.590567;fa-graduation-cap;blue
219;Gießerpfad 2-10;Grundschule;Lindenschule;Gestaltung Schulhof;Außenanlagen;2022;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
222;Gießerpfad 2-10;Grundschule;Lindenschule;Sanierung Flure u. Treppenhäuser;Sanierung;2022;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
224;Gießerpfad 2-10;Grundschule;Lindenschule;Einbau BS-Tür bei Milchausgabe;Brandschutz;2022;;480000;;51.320251;6.536653;fa-graduation-cap;blue
226;Gießerpfad 2-10;Grundschule;Lindenschule;Sanierung Klassenräume;Sanierung;2022;Gute Schule 2020-Mittel;480000;;51.320251;6.536653;fa-graduation-cap;blue
227;Gießerpfad 2-10;Grundschule;Lindenschule;Sanierung Sanitäranlagen;Sanierung;2022;;480000;;51.320251;6.536653;fa-graduation-cap;blue
228;Gießerpfad 2-10;Grundschule;Lindenschule;Bauunterhalt< 10.000 Euro;Sanierung;2022;;480000;;51.320251;6.536653;fa-graduation-cap;blue
230;Gießerpfad 2-10b;Grundschule;St. Michael Schule;Schulhofsanierung ;Außenanlagen;2022;Gute Schule 2020-Mittel;315000;;51.319832;6.535928;fa-graduation-cap;blue
236;Gießerpfad 2-10b;Grundschule;St. Michael Schule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;315000;;51.319832;6.535928;fa-graduation-cap;blue
248;Mariannenstr. 29;Grundschule;Mariannenschule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;775000;;51.329765;6.570988;fa-graduation-cap;blue
252;Hofstr. 45;Grundschule;Mosaikschule;Schottung Treppenhäuser inkl. Ausgänge;Brandschutz;2022;;585500;;51.338849;6.553821;fa-graduation-cap;blue
262;Hofstr. 45;Grundschule;Mosaikschule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;585500;;51.338849;6.553821;fa-graduation-cap;blue
269;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Hauptgebäude/Fluchttreppenturm 1. OG;Brandschutz;2022;;555000;;51.352301;6.645455;fa-graduation-cap;blue
271;Joseph-Görres-Str. 20;Grundschule;Paul-Gerhardt-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;555000;;51.352301;6.645455;fa-graduation-cap;blue
278;Hülser Str. 449;Grundschule;Pestalozzischule;Altbau, Treppenhaus, BS-Türen, Schottung UG;Brandschutz;2022;;420000;;51.351859;6.537767;fa-graduation-cap;blue
280;Hülser Str. 449;Grundschule;Pestalozzischule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;420000;;51.351859;6.537767;fa-graduation-cap;blue
283;Gladbacher Str. 277;Grundschule;Regenbogenschule;Austausch RWA;Brandschutz;2022;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
291;Gladbacher Str. 277;Grundschule;Regenbogenschule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;5185000;;51.315677;6.558698;fa-graduation-cap;blue
295;Thielenstr. 40;Grundschule;Schönwasserschule;Sanierung Klassenräume;Sanierung;2022;;560000;;51.331845;6.610782;fa-graduation-cap;blue
297;Thielenstr. 40;Grundschule;Schönwasserschule;Sanierung Treppenhäuser u. Flure;Sanierung;2022;;560000;;51.331845;6.610782;fa-graduation-cap;blue
302;Thielenstr. 40;Grundschule;Schönwasserschule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;560000;;51.331845;6.610782;fa-graduation-cap;blue
304;Herrenweg 10-14;Grundschule;GS an der Burg;Sanierung Sanitäranlagen;Sanierung;2022;;575000;;51.374774;6.511297;fa-graduation-cap;blue
306;Herrenweg 10-14;Grundschule;GS an der Burg;Sanierung Klassenräume;Sanierung;2022;;575000;;51.374774;6.511297;fa-graduation-cap;blue
308;Herrenweg 10-14;Grundschule;GS an der Burg;Sanierung Flurbereiche;Sanierung;2022;;575000;;51.374774;6.511297;fa-graduation-cap;blue
310;Herrenweg 10-14;Grundschule;GS an der Burg;Bauunterhalt < 10.000 Euro;Sanierung;2022;;575000;;51.374774;6.511297;fa-graduation-cap;blue
312;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Turnhalle, Ant. Modernisierung HZ/RLT/WWB (SWK);Energetische Sanierung;2022;;890000;;51.370269;6.617085;fa-graduation-cap;blue
317;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Sanierung Klassenräume;Sanierung;2022;;890000;;51.370269;6.617085;fa-graduation-cap;blue
320;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Sanierung Flure u. Treppenhaus;Sanierung;2022;;890000;;51.370269;6.617085;fa-graduation-cap;blue
321;Neukirchener Str. 3;Grundschule;Schule an Haus Rath;Bauunterhalt < 10.000 Euro;Sanierung;2022;;890000;;51.370269;6.617085;fa-graduation-cap;blue
329;Sollbrüggenstr. 81;Grundschule;Sollbrüggenschule;Neubau, Austausch Eingangstüren;Sanierung;2022;;4240000;;51.346608;6.612757;fa-graduation-cap;blue
332;Sollbrüggenstr. 81;Grundschule;Sollbrüggenschule;Erneuerung der Fenster;Gebäudehülle;2022;;4240000;;51.346608;6.612757;fa-graduation-cap;blue
333;Sollbrüggenstr. 81;Grundschule;Sollbrüggenschule;Altbau, Dachsanierung;Gebäudehülle;2022;;4240000;;51.346608;6.612757;fa-graduation-cap;blue
337;Sollbrüggenstr. 81;Grundschule;Sollbrüggenschule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;4240000;;51.346608;6.612757;fa-graduation-cap;blue
340;Vulkanstr. 264;Grundschule;GS Am Stadtpark-Fi;Neue Zaunanlage;Außenanlagen;2022;;1490000;;51.30829;6.556808;fa-graduation-cap;blue
348;Vulkanstr. 264;Grundschule;GS Am Stadtpark-Fi;Nebengebäude, Fluchttreppenturm für 1. OG;Brandschutz;2022;;1490000;;51.30829;6.556808;fa-graduation-cap;blue
352;Vulkanstr. 264;Grundschule;GS Am Stadtpark-Fi;Bauunterhalt < 10.000 Euro;Sanierung;2022;;1490000;;51.30829;6.556808;fa-graduation-cap;blue
372;Wimmersweg 21;Grundschule;GS Am Stadtpark-Fi;Bauunterhalt < 10.000 Euro;Sanierung;2022;;1490000;;51.304266;6.582063;fa-graduation-cap;blue
374;Kölner Str. 667;Grundschule;Südschule;Errichtung Überdachung Bt. A + B;Gebäudehülle;2022;;560000;;51.299440;6.592936;fa-graduation-cap;blue
376;Kölner Str. 667;Grundschule;Südschule;Digitalisierung;Digitalisierung;2022;Gute Schule 2020-Mittel;560000;;51.299440;6.592936;fa-graduation-cap;blue
377;Kölner Str. 667;Grundschule;Südschule;BT C Keller, Trockenlegung;Sanierung;2022;;560000;;51.299440;6.592936;fa-graduation-cap;blue
379;Kölner Str. 667;Grundschule;Südschule;Sanierung Sanitäranlagen;Sanierung;2022;;560000;;51.299440;6.592936;fa-graduation-cap;blue
380;Kölner Str. 667;Grundschule;Südschule;Sanierung Klassenräume;Sanierung;2022;;560000;;51.299440;6.592936;fa-graduation-cap;blue
382;Kölner Str. 667;Grundschule;Südschule;Sanierung Flure;Sanierung;2022;;560000;;51.299440;6.592936;fa-graduation-cap;blue
383;Kölner Str. 667;Grundschule;Südschule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;560000;;51.299440;6.592936;fa-graduation-cap;blue
386;Breslauer Str. 280;Hauptschule;Gartenstadtschule;Digitalisierung;Digitalisierung/SEP;2022;Gute Schule 2020-Mittel;1765000;Abhängig von weiterer Nutzung;51.366158;6.617466;fa-graduation-cap;blue
389;Breslauer Str. 280;Hauptschule;Gartenstadtschule;Austausch Flurdecken;Sanierung/SEP;2022;;1765000;Abhängig von weiterer Nutzung;51.366158;6.617466;fa-graduation-cap;blue
390;Breslauer Str. 280;Hauptschule;Gartenstadtschule;Anbau Außentreppen;Brandschutz/SEP;2022;;1765000;Abhängig von weiterer Nutzung;51.366158;6.617466;fa-graduation-cap;blue
391;Breslauer Str. 280;Hauptschule;Gartenstadtschule;Turnhalle, Sanierung;Sanierung/SEP;2022;;1765000;Abhängig von weiterer Nutzung;51.366158;6.617466;fa-graduation-cap;blue
393;Breslauer Str. 280;Hauptschule;Gartenstadtschule;Bauunterhalt < 10.000 Euro;Sanierung/SEP;2022;;1765000;Abhängig von weiterer Nutzung;51.366158;6.617466;fa-graduation-cap;blue
397;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Digitalisierung;Digitalisierung;2022;Gute Schule 2020-Mittel;1100000;Abhängig von weiterer Nutzung;51.307656;6.589413;fa-graduation-cap;blue
399;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Schottung 1. Rettungsweg bei Hausmeisterloge;Brandschutz;2022;;1100000;;51.307656;6.589413;fa-graduation-cap;blue
403;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Sanierung Klassenräume;Sanierung;2022;;1100000;;51.307656;6.589413;fa-graduation-cap;blue
404;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Sanierung Abflussrinne Parkplatz;Sanierung;2022;;1100000;;51.307656;6.589413;fa-graduation-cap;blue
408;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Schulhofsanierung;Außenanlagen;2022;;1100000;;51.307656;6.589413;fa-graduation-cap;blue
414;Hafelsstr. 41;Hauptschule;Josef-Hafels-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;1100000;;51.307656;6.589413;fa-graduation-cap;blue
416;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Sanierung Sanitäranlagen;Sanierung;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
417;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Dämmung oberste Geschossdecke;Energetische Sanierung;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
418;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Digitalisierung;Digitalisierung;2022;Gute Schule 2020-Mittel;895000;;51.333176;6.551460;fa-graduation-cap;blue
419;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Erneuerung naturwisschenschafltiche Räume;Sanierung;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
420;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;zwei Fluchttreppen;Brandschutz;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
421;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Einbau HAZ mit Schulnutzung;Brandschutz;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
422;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Turnhalle, Abklebung Dach;Gebäudehülle;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
424;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Turnhalle, Sanierung Sanitäranlagen;Sanierung;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
427;Prinz-Ferdinand-Strasse 155;Sonstige Nutzung;Prinz-Ferdinand-Schule;Turnhalle, Erneuerung Lüftungsschaltschrank;Sanierung;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
429;Prinz-Ferdinand-Strasse 155;Sonstige NutzungPrinz-Ferdinand-Schule;Prinz-Ferdinand-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;895000;;51.333176;6.551460;fa-graduation-cap;blue
434;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Digitalisierung;Digitalisierung;2022;Gute Schule 2020-Mittel;1100000;;51.335365;6.591459;fa-graduation-cap;blue
435;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Sanierung Klassenräume;Sanierung;2022;;1100000;;51.335365;6.591459;fa-graduation-cap;blue
436;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Außentreppe als 2. Rettungsweg;Brandschutz;2022;;1100000;;51.335365;6.591459;fa-graduation-cap;blue
437;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Austausch hölzerner Flur- u. Treppenhausdecken etc.;Sanierung;2022;;1100000;;51.335365;6.591459;fa-graduation-cap;blue
438;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Sanierung Flurbereiche;Sanierung;2022;;1100000;;51.335365;6.591459;fa-graduation-cap;blue
439;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Erneuerung naturwisschenschafltiche Räume;Sanierung;2022;;1100000;;51.335365;6.591459;fa-graduation-cap;blue
441;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Turnhalle, Sanierung Sportboden;Sanierung;2022;;1100000;;51.335365;6.591459;fa-graduation-cap;blue
443;Rote-Kreuz-Str. 25;Realschule;Realschule Oppum;Bauunterhalt < 10.000 Euro;Sanierung;2022;;1100000;;51.335365;6.591459;fa-graduation-cap;blue
448;Lewerentzstr. 136;Realschule;Albert-Schweitzer-Schule;Rauchmeldertausch;Brandschutz;2022;;790000;;51.325570;6.557354;fa-graduation-cap;blue
449;Lewerentzstr. 136;Realschule;Albert-Schweitzer-Schule;Übergang Hauptgebäude Klassentrakt;Sanierung;2022;;790000;;51.325570;6.557354;fa-graduation-cap;blue
450;Lewerentzstr. 136;Realschule;Albert-Schweitzer-Schule;Sanierung Sanitäranlagen;Sanierung;2022;;790000;;51.325570;6.557354;fa-graduation-cap;blue
456;Lewerentzstr. 136;Realschule;Albert-Schweitzer-Schule;Versammlungsstätte/Mensa/Aula      Überprüfung/Ertüchtigung;Verkehrssicherheit;2022;;790000;;51.325570;6.557354;fa-graduation-cap;blue
476;Von Ketteler-Str. 31;Realschule;Freiherr-vom-Stein-Schule;Bauunterhalt < 10.000 Euro;Sanierung;2022;;2625000;;51.313011;6.583335;fa-graduation-cap;blue
488;Schmiedestr. 90;Gesamtschule;Gesamtschule Oppum;Bauunterhalt < 10.000 Euro;Sanierung;2022;;17955000;;51.331475;6.605328;fa-graduation-cap;blue
491;Lübecker Weg 56;Gesamtschule;Gesamtschule Uerdingen;Erneuerung Gasleitung;Verkehrssicherheit;2022;;20515000;;51.355144;6.634433;fa-graduation-cap;blue
494;Lübecker Weg 56;Gesamtschule;Gesamtschule Uerdingen;Sanierung Klassenräume;Sanierung;2022;;20515000;;51.355144;6.634433;fa-graduation-cap;blue
495;Lübecker Weg 56;Gesamtschule;Gesamtschule Uerdingen;Umnutzung ehemaliges Schüler-WC;Nutzung;2022;;20515000;;51.355144;6.634433;fa-graduation-cap;blue
496;Lübecker Weg 56;Gesamtschule;Gesamtschule Uerdingen;Sanierung Flure;Sanierung;2022;;20515000;;51.355144;6.634433;fa-graduation-cap;blue
499;Lübecker Weg 56;Gesamtschule;Gesamtschule Uerdingen;Ersatz Pavillon (im Rahmen des Neubaus);Neubau/SEP;2022;;20515000;;51.355144;6.634433;fa-graduation-cap;blue
505;Lübecker Weg 56;Gesamtschule ;Gesamtschule Uerdingen;Digitalisierung;Digitalisierung;2022;;20515000;;51.355144;6.634433;fa-graduation-cap;blue
515;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Einbau BS-Tür zur Verwaltung;Brandschutz;2022;;20515000;;51.349754;6.632974;fa-graduation-cap;blue
516;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Herrichtung Verwaltungspavillons;Sanierung;2022;;20515000;;51.349754;6.632974;fa-graduation-cap;blue
518;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Sanierung Sanitäranlagen;Sanierung;2022;;20515000;;51.349754;6.632974;fa-graduation-cap;blue
519;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Erneuerung HAZ;Brandschutz;2022;;20515000;;51.349754;6.632974;fa-graduation-cap;blue
520;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Einbau Lehrküche;Neubau/SEP;2022;;20515000;;51.349754;6.632974;fa-graduation-cap;blue
523;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Turnhalle, Sanierung Sanitäranlagen;Sanierung;2022;;20515000;;51.349754;6.632974;fa-graduation-cap;blue
526;Uerdinger Str. 783;Gesamtschule;Gesamtschule Uerdingen;Bauunterhalt < 10.000 Euro (beide Standorte);Sanierung;2022;;20515000;;51.349754;6.632974;fa-graduation-cap;blue
538;Danziger Platz 1;Weiterb.-Kolleg;Weiterbildungskolleg;Bauunterhalt < 10.000 Euro;Sanierung;2022;;655000;;51.336055;6.643849;fa-graduation-cap;blue
546;Dionysiusstr. 51;Gymnasium;Arndt-Gymnasium;Sanierung Sanitäranlagen;Sanierung;2022;;2355000;;51.331779;6.555485;fa-graduation-cap;blue
550;Dionysiusstr. 51;Gymnasium;Arndt-Gymnasium;Bauunterhalt < 10.000 Euro  (altes Arndt);Sanierung;2022;;2355000;;51.331779;6.555485;fa-graduation-cap;blue
551;Dionysiusstr. 51;Gymnasium;Arndt-Gymnasium;Turnhalle, Sanierung Sanitäranlagen;Sanierung;2022;;2355000;;51.331779;6.555485;fa-graduation-cap;blue
554;Steinstr. 82/Turnhalle;Gymnasium;Arndt-Gymnasium;Turnhalle, Sanierung Sanitäranlagen ;Sanierung;2022;;2355000;;51.331265;6.555226;fa-graduation-cap;blue
560;Lindenstr. 52;Gymnasium;Arndt-Gymnasium;Dachsanierung ;Gebäudehülle;2022;;2355000;;51.327749;6.560633;fa-graduation-cap;blue
561;Lindenstr. 52;Gymnasium;Arndt-Gymnasium;Sanierung Sanitäranlagen;Sanierung;2022;;2355000;;51.327749;6.560633;fa-graduation-cap;blue
563;Lindenstr. 52;Gymnasium;Arndt-Gymnasium;Sanierung naturwisschenschafltiche Räume;Sanierung;2022;;2355000;;51.327749;6.560633;fa-graduation-cap;blue
566;Lindenstr. 52;Gymnasium;Arndt-Gymnasium;Bauunterhalt < 10.000 Euro  (altes Fichte);Sanierung;2022;;2355000;;51.327749;6.560633;fa-graduation-cap;blue
581;Moltkeplatz 12;Gymnasium;Am Moltkeplatz;Fensteraustausch Turmzimmer, Treppenhaus, Eingangsbereich;Gebäudehülle;2022;;2150000;;51.339132;6.578988;fa-graduation-cap;blue
588;Moltkeplatz 12;Gymnasium;Am Moltkeplatz;Bauunterhalt < 10.000 Euro;Sanierung;2022;;2150000;;51.339132;6.578988;fa-graduation-cap;blue
600;Fabritiusstr. 15a;Gymnasium;Gymnasium Fabritianum;Sanierung Sanitäranlagen;Sanierung;2022;;1745000;;51.348963;6.642208;fa-graduation-cap;blue
605;Fabritiusstr. 15a;Gymnasium;Gymnasium Fabritianum;Turnhalle, Sanierung Sanitäranlagen;Sanierung;2022;;1745000;;51.348963;6.642208;fa-graduation-cap;blue
607;Fabritiusstr. 15a;Gymnasium;Gymnasium Fabritianum;Bauunterhalt < 10.000 Euro;Sanierung;2022;;1745000;;51.348963;6.642208;fa-graduation-cap;blue
